"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10"
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-06","8.05",,,"0.00",,,,,"80","41","  280","  290","18.1","23.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-07","11.18",,,"0.01",,,,,"79","54","  270","  270","31.1","38.0",,,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-08","6.49",,,"0.49",,,,,"65","49","   90","   90","18.1","21.9","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-09","13.65",,,"0.37",,,,,"72","53","  190","  190","23.9","31.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-10","11.63",,,"0.07",,,,,"73","60","  210","  210","23.9","30.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-11","10.74",,,"0.13",,,,,"80","54","  290","  290","33.1","40.0","    1","    1","    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-12","12.75",,,"0.00",,,,,"71","50","  290","  290","23.9","29.1","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-13","12.75",,,"0.31",,,,,"72","46","  320","  320","33.1","38.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-14","16.55",,,"0.00",,,,,"54","40","  310","  310","32.0","40.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-15","10.51",,,"0.00",,,,,"58","38","  310","  330","23.9","29.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-16","10.51",,,"0.03",,,,,"67","42","  210","  210","19.9","25.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-17","7.61",,,"0.05",,,,,"59","49","  110","   80","16.1","19.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-18","7.38",,,"0.00",,,,,"69","41","   10","   90","14.1","19.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-19","7.38",,,"0.00",,,,,"74","48","   80","   90","13.0","19.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-20","9.17",,,"0.15",,,,,"69","52","   80","   70","21.0","28.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-21","9.84",,,"0.00",,,,,"78","53","   10","   10","21.9","27.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-22","8.28",,,"0.00",,,,,"86","48","  360","   10","18.1","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-23","9.17",,,"0.00",,,,,"85","51","  160","  160","16.1","21.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-24","12.53",,,"0.00",,,,,"88","54","  200","  210","25.9","44.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-25","13.20",,,"0.00",,,,,"88","61","  200","  190","29.1","38.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-26","11.63",,,"0.20",,,,,"83","63","  250","  250","36.9","46.1","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-27","14.09",,,"0.45",,,,,"83","64","  170","  170","36.9","44.1","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-28","17.22",,,"0.00",,,,,"83","68","  180","  190","25.9","40.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-29","9.84",,,"0.00",,,,,"87","62","  280",,"25.1",,"    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-30","4.92",,,"0.03",,,,,"89","59","  280","  280","23.9","32.0",,,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-05-31","7.83",,,"0.07",,,,,"89","63","   10","   10","23.0","28.0",,,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-01","3.80",,,"0.13",,,,,"81","66","  210","  200","15.0","19.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-02","7.16",,,"0.00",,,,,"84","61","  290","  280","16.1","31.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-03","5.14",,,"0.00",,,,,"85","58","  190","  170","13.0","16.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-04","8.28",,,"1.05",,,,,"75","62","  120","  120","17.0","21.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-05","12.08",,,"0.00",,,,,"79","61","  290","  260","23.0","29.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-06","15.21",,,"0.00",,,,,"87","61","  280","  280","31.1","36.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-07","12.30",,,"0.00",,,,,"76","55","  310","  330","23.0","29.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-08","4.03",,,"0.00",,,,,"78","50","  320","  220","13.0","19.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-09","10.29",,,"0.00",,,,,"88","56","  190","  190","19.9","25.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-10","10.29",,,"0.00",,,,,"94","69","  220","  210","19.9","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-11","10.29",,,"0.00",,,,,"94","70","  250","  260","21.0","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-12","8.95",,,"0.00",,,,,"92","66","   20","   20","17.0","23.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-13","5.82",,,"0.00",,,,,"92","60","   50","   50","14.1","16.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-14","8.95",,,"1.91",,,,,"88","69","  120","  120","21.9","28.0","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-15","10.51",,,"0.16",,,,,"92","73","   10","  220","16.1","19.9","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-16","11.41",,,"0.00",,,,,"84","65","   50","  330","19.9","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-17","10.29",,,"0.00",,,,,"86","63","   50","   40","16.1","21.9","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-18","8.05",,,"0.00",,,,,"87","60","   70","   90","15.0","21.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-19","7.16",,,"0.00",,,,,"91","67","  210","  230","13.0","17.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-20","10.96",,,"0.33",,,,,"92","70","  320","  310","29.1","36.0","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-21","8.28",,,"0.00",,,,,"83","64","  290","   20","15.0","19.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-22","10.29",,,"1.45",,,,,"85","63","  350","  350","25.1","32.0","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-23","11.41",,,"0.00",,,,,"89","68","  290","  240","19.9","27.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-24","5.14",,,"0.00",,,,,"85","64","  100","   60","8.9","13.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-25","7.83",,,"0.00",,,,,"92","65","  190","  190","15.0","18.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-26","7.38",,,"0.16",,,,,"93","72","  220","  210","29.1","35.1","    1",,"    1",,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-27","6.26",,,"0.00",,,,,"89","67","  280","  280","15.0","18.1","    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-28","9.17",,,"0.00",,,,,"79","54","   10","  350","17.0","21.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-29","4.03",,,"0.00",,,,,"78","50","   40","   40","13.0","16.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-06-30","6.49",,,"0.00",,,,,"79","53","  200","  170","14.1","19.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-01","9.17",,,"0.03",,,,,"79","60","   10","   10","19.9","25.9","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-02","5.14",,,"0.00",,,,,"65","52","   50","   50","13.0","16.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-03","8.28",,,"0.53",,,,,"68","58","   80","  180","15.0","23.0","    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-04","4.92",,,"0.00",,,,,"76","64","   60",,"10.1",,"    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-05","5.82",,,"0.00",,,,,"84","69","  220","  240","13.0","21.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-06","8.05",,,"0.46",,,,,"84","68","   20","   30","35.1","42.9","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-07","7.61",,,"0.01",,,,,"83","66","  150","  240","21.9","29.1","    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-08","8.50",,,"0.00",,,,,"87","65","  290","  280","18.1","27.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-09","7.38",,,"0.00",,,,,"81","60","  330","   10","14.1","19.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-10","5.14",,,"0.00",,,,,"83","59","  140","  190","10.1","14.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-11","9.84",,,"0.00",,,,,"88","65","  160","  140","16.1","21.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-12","9.17",,,"0.00",,,,,"86","70","  180","  190","19.9","23.9","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-13","9.17",,,"0.37",,,,,"88","68","  270","  270","25.9","40.0","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-14","8.28",,,"0.00",,,,,"86","66","  230","  230","17.0","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-15","8.28",,,"0.00",,,,,"81","63","  310","  290","19.9","25.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-16","6.26",,,"0.00",,,,,"80","62","   30","   50","13.0","15.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-17","9.62",,,"0.54",,,,,"85","62","  280","  280","28.0","36.0","    1",,"    1",,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-18","6.71",,,"0.39",,,,,"85","71","  260","  250","28.0","36.0","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-19","3.58",,,"0.00",,,,,"89","67","  240","  270","13.0","18.1","    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-20","4.47",,,"0.00",,,,,"87","70","  160","   30","12.1","18.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-21","8.50",,,"0.10",,,,,"90","72","  340","  340","23.0","29.1","    1",,"    1",,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-22","5.82",,,"0.46",,,,,"86","71","   10","  360","25.1","38.0","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-23","3.58",,,"0.00",,,,,"88","71","  170","  180","8.9","16.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-24","9.17",,,"1.25",,,,,"90","69","  350","  330","29.1","36.0","    1",,"    1",,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-25","5.59",,,"0.12",,,,,"85","70","  210","  210","15.0","18.1",,,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-26","5.59",,,"0.00",,,,,"83","67","  110","  120","12.1","15.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-27","4.25",,,"0.00",,,,,"87","63","  100","  140","8.9","13.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-28","3.58",,,"0.55",,,,,"84","70","  330","  340","17.0","19.9","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-29","5.37",,,"0.00",,,,,"83","66","  280","  270","14.1","18.1","    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-30","5.59",,,"0.00",,,,,"81","63","  290","  340","12.1","19.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-07-31","4.47",,,"0.00",,,,,"84","64","   90","   70","8.1","11.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-01","5.82",,,"0.00",,,,,"85","67","   80","   80","8.9","12.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-02","3.13",,,"0.00",,,,,"84","67","  140","  110","10.1","13.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-03","5.59",,,"0.00",,,,,"87","70","   90","  160","10.1","16.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-04","2.91",,,"0.00",,,,,"90","68","  180","  180","8.1","8.9","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-05","6.04",,,"0.00",,,,,"84","69","  300","  300","15.0","19.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-06","6.71",,,"0.00",,,,,"84","65","  360","  330","13.0","17.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-07","7.38",,,"0.00",,,,,"83","63","   20","  360","14.1","19.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-08","5.82",,,"0.00",,,,,"84","65","  110","  110","10.1","15.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-09","2.91",,,"0.00",,,,,"89","66","  300","   20","8.1","12.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-10","3.80",,,"0.00",,,,,"90","66","  130","  110","8.9","12.1","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-11","7.16",,,"0.00",,,,,"90","72","  190","  180","15.0","21.0","    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-12","9.17",,,"0.99",,,,,"87","72","  250","  250","19.9","23.9","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-13","8.05",,,"0.01",,,,,"80","68","  270","  270","17.0","21.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-14","3.36",,,"0.00",,,,,"76","63","  210","  190","13.0","15.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-15","10.51",,,"1.29",,,,,"77","69","  190","  130","21.0","28.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-16","6.49",,,"0.09",,,,,"83","71","  250","  280","13.0","23.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-17","5.14",,,"0.00",,,,,"83","69","  180","  200","12.1","15.0","    1","    1",,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-18","6.71",,,"0.61",,,,,"85","67","   10","   10","23.0","28.0","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-19","6.26",,,"0.00",,,,,"84","67","  220","  200","14.1","21.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-20","10.96",,,"0.25",,,,,"80","63","  220","  220","23.9","33.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-21","7.16",,,"0.00",,,,,"75","57","  300","  320","16.1","21.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-22","3.36",,,"0.00",,,,,"78","54","  180","  210","8.9","13.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-23","7.83",,,"0.00",,,,,"80","56","  170","  130","15.0","21.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-24","10.29",,,"0.41",,,,,"86","69","  230","  220","21.0","29.1","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-25","6.04",,,"0.06",,,,,"85","66","  290","  310","28.0","40.9","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-26","5.82",,,"0.23",,,,,"86","69","  320","  330","15.0","19.0","    1",,"    1",,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-27","6.49",,,"0.05",,,,,"85","70","  190","  200","25.1","32.0","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-28","3.80",,,"0.00",,,,,"89","68","   30","   20","15.0","18.1","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-29","4.25",,,"0.00",,,,,"88","68","  120","  110","12.1","14.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-30","4.92",,,"0.00",,,,,"85","70","   20","  350","15.0","32.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-08-31","7.61",,,"0.00",,,,,"83","61","   20","   30","18.1","23.0","    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-01","11.63",,,"0.00",,,,,"78","59","   10","   20","18.1","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-02","10.07",,,"0.00",,,,,"76","58","   40","   50","18.1","25.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-03","7.61",,,"0.00",,,,,"79","57","   90","   90","13.0","17.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-04","6.93",,,"0.00",,,,,"83","57","  150",,"13.0",,,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-05","9.17",,,"0.00",,,,,"88","64","  190","  200","16.1","21.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-06","9.62",,,"0.00",,,,,"90","70","  230","  230","19.9","25.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-07","10.29",,,"0.00",,,,,"90","72","  210","  210","19.9","29.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-08","7.16",,,"1.49",,,,,"80","67","  270","  250","16.1","21.9","    1","    1","    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-09","6.04",,,"2.41",,,,,"79","67","  240","  240","21.9","27.1","    1","    1","    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-10","8.95",,,"0.75",,,,,"76","55","  280","  290","23.0","30.0","    1","    1","    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-11","3.80",,,"0.00",,,,,"77","51","  180","  160","8.9","13.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-12","6.71",,,"0.00",,,,,"80","52","  170","  180","15.0","19.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-13","6.04",,,"0.00",,,,,"86","57","  210","  110","13.0","19.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-14","7.61",,,"0.06",,,,,"82","66","   30","   20","17.0","19.9","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-15","7.38",,,"0.00",,,,,"84","63","  100","  110","10.1","21.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-16","7.61",,,"0.19",,,,,"77","65","  160","  110","17.0","25.1","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-17","6.71",,,"0.23",,,,,"82","63","  260","  260","14.1","19.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-18","3.36",,,"0.00",,,,,"84","58","  330","  310","8.9","12.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-19","5.37",,,"0.00",,,,,"87","55","  190","  190","14.1","18.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-20","5.14",,,"0.00",,,,,"91","60","  150","  110","8.1","13.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-21","5.82",,,"0.00",,,,,"91","61","   60","   50","15.0","19.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-22","5.82",,,"0.00",,,,,"92","60","  210","  220","14.1","17.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-23","3.80",,,"0.00",,,,,"92","61","   60","   40","14.1","17.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-24","6.49",,,"0.00",,,,,"90","66","   90","  100","12.1","14.1","    1","    1",,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-25","8.95",,,"0.10",,,,,"92","65","  290","  280","28.0","38.0","    1",,"    1",,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-26","10.51",,,"0.24",,,,,"74","50","  290","  280","21.9","28.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-27","9.40",,,"0.00",,,,,"77","49","  270","  260","21.9","31.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-28","10.96",,,"0.01",,,,,"62","53","  350","  320","21.0","28.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-29","11.18",,,"0.19",,,,,"73","55","   40","   40","19.9","25.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-09-30","9.40",,,"0.42",,,,,"68","59","  360","   30","15.0","19.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-10-01","3.80",,,"0.04",,,,,"72","57","   20","  360","10.1","13.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-10-02","4.70",,,"0.00",,,,,"72","54","  340","  330","12.1","18.1","    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-10-03","5.37",,,"0.00",,,,,"75","55","  100","   40","8.1","19.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-10-04","8.72",,,"0.00",,,,,"82","57","  140","  180","16.1","23.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-10-05","10.07",,,"0.00",,,,,"85","63","  180","  190","21.9","28.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-10-06","8.28",,,"0.00",,,,,"87","63","  190","  220","16.1","23.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-10-07","9.84",,,"0.00",,,,,"76","46","  320","  340","21.0","34.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-10-08","5.82",,,"0.00",,,,,"69","42","  340","  360","15.0","21.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2016-10-09","5.59",,,"0.00",,,,,"77","44","  250","  250","14.1","23.0",,,,,,,"    1",,
